region,category,parameter,mode,powertrain,year,unit,value
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,170000
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,110000
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,4.300000190734863
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.47999998927116394
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.8100000023841858
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,4.699999809265137
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,120000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,290000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,410000
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,130000
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,4.699999809265137
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,1.100000023841858
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,1.399999976158142
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,4.400000095367432
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,120000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,530000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,530000
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,11000
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.38999998569488525
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,1.399999976158142
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,1.399999976158142
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.4000000059604645
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,13000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,530000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,530000
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,11000
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,0.30000001192092896
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.2999999523162842
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,1.2999999523162842
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,0.3400000035762787
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,13000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,540000
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,540000
Central and South America,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,11000
Central and South America,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,0.25
Central and South America,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,1.2000000476837158
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,4100
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,14
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,1.7999999523162842
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,4100
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,12000
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,4.699999809265137
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,26
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,7600
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,650
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,2.5
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,4.699999809265137
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,12000
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,16000
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,6.099999904632568
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,23
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,3600
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,3200
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,17
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,7.300000190734863
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,19000
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,20000
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,7.099999904632568
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,1.7999999523162842
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,720
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,1300
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,4.900000095367432
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,7.400000095367432
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,21000
Chile,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,22000
Chile,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,7.900000095367432
Chile,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,6.599999904632568
Chile,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,1300
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2012,"Oil displacement, million lge",360
China,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,13
China,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,1.100000023841858
China,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,1700000
China,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,1700000
China,Historical,Battery demand,2 and 3 wheelers,EV,2012,GWh,2.5999999046325684
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2012,Million barrels per day,0.006000000052154064
China,Historical,Battery demand,2 and 3 wheelers,EV,2013,GWh,3
China,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,3700000
China,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,2000000
China,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,2.5
China,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,15
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2013,Million barrels per day,0.012000000104308128
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2013,"Oil displacement, million lge",740
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2014,Million barrels per day,0.02199999988079071
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2014,"Oil displacement, million lge",1300
China,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,16
China,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,4.099999904632568
China,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,2400000
China,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,6100000
China,Historical,Battery demand,2 and 3 wheelers,EV,2014,GWh,3.5999999046325684
China,Historical,Battery demand,2 and 3 wheelers,EV,2015,GWh,4
China,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,8800000
China,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,2700000
China,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,6
China,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,18
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2015,Million barrels per day,0.032999999821186066
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2015,"Oil displacement, million lge",2000
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2016,Million barrels per day,0.023000000044703484
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2016,"Oil displacement, million lge",1400
China,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,18
China,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,7.900000095367432
China,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,2800000
China,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,12000000
China,Historical,Battery demand,2 and 3 wheelers,EV,2016,GWh,4.699999809265137
China,Historical,Battery demand,2 and 3 wheelers,EV,2017,GWh,6
China,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,15000000
China,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,3200000
China,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,10
China,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,20
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2017,Million barrels per day,0.026000000536441803
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2017,"Oil displacement, million lge",1600
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2018,Million barrels per day,0.032999999821186066
China,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,32
China,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,13
China,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,4500000
China,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,19000000
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2018,"Oil displacement, million lge",2000
China,Historical,Battery demand,2 and 3 wheelers,EV,2018,GWh,9.399999618530273
China,Historical,Battery demand,2 and 3 wheelers,EV,2019,GWh,13
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2019,Million barrels per day,0.039000000804662704
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2019,"Oil displacement, million lge",2300
China,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,26000000
China,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,5800000
China,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,17
China,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,37
China,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,45
China,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,21
China,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,8200000
China,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,33000000
China,Historical,Battery demand,2 and 3 wheelers,EV,2020,GWh,20
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2020,Million barrels per day,0.05000000074505806
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2020,"Oil displacement, million lge",3000
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2021,Million barrels per day,0.06800000369548798
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2021,"Oil displacement, million lge",4100
China,Historical,Battery demand,2 and 3 wheelers,EV,2021,GWh,28
China,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,42000000
China,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,11000000
China,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,26
China,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,55
China,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,43
China,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,28
China,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,8000000
China,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,46000000
China,Historical,Battery demand,2 and 3 wheelers,EV,2022,GWh,23
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2022,Million barrels per day,0.06300000101327896
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2022,"Oil displacement, million lge",3800
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2023,Million barrels per day,0.08399999886751175
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2023,"Oil displacement, million lge",5000
China,Historical,Battery demand,2 and 3 wheelers,EV,2023,GWh,23
China,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,60000000
China,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,7800000
China,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,35
China,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,43
China,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,46
China,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,39
China,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,7200000
China,Historical,Battery demand,2 and 3 wheelers,EV,2024,GWh,22
China,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,67000000
China,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2024,Million barrels per day,0.09000000357627869
China,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2024,"Oil displacement, million lge",5400
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.035999998450279236
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,240
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,240
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.0035000001080334187
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.009999999776482582
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,740
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,500
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.08699999749660492
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.08699999749660492
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,400
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1100
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.014999999664723873
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.03400000184774399
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2800
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,1600
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.3100000023841858
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.49000000953674316
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,2500
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,5300
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.061000000685453415
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.07800000160932541
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,7200
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,1900
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.3100000023841858
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,9800
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.3499999940395355
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.10000000149011612
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,2700
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,350
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.09700000286102295
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,0.041999999433755875
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,10000
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,12000
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,0.23999999463558197
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.10999999940395355
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,1600
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,740
Colombia,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.10999999940395355
Colombia,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,0.0949999988079071
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,13000
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,27
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,27
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.052000001072883606
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.00989999994635582
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.017000000923871994
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.041999999433755875
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,54
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,27
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,32
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,86
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.05400000140070915
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.02500000037252903
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.07199999690055847
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.3499999940395355
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,270
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,180
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,300
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,570
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.6899999976158142
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.15000000596046448
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.23000000417232513
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.8700000047683716
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,870
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,310
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,500
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1400
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,1.5
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.36000001430511475
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.8700000047683716
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,5.5
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3300
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,1900
Costa Rica,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,190
Costa Rica,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3500
Costa Rica,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,0.5799999833106995
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.9399999976158142
Costa Rica,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.9800000190734863
